Image name & no.,Estate,Name,Vintage,Volume [ml],Lot Size,Picked,Recorked,Authentication code,Packaging,Wine Description (Highlights of vintage),Rating 1,Rating 2,Rating 3
116,Mouton Rothschild,Pauillac,1997,1500,1,Yes,No,1713,OWC,"Label art by Niki de Saint Phalle - A sparkling, festive allegory of the pleasures of the table, and then the serpent temper. Instead of the traditional apple, this serpent, more wine-loving than malign, is offering Eve a bottle.",Robert Parker - 91-93/100,Decanter - 91/100,
117,Mouton Rothschild,Pauillac,1997,1500,1,Yes,No,2663,,"Label art by Niki de Saint Phalle - A sparkling, festive allegory of the pleasures of the table, and then the serpent temper. Instead of the traditional apple, this serpent, more wine-loving than malign, is offering Eve a bottle.",Robert Parker - 91-93/100,Decanter - 91/100,
118,Mouton Rothschild,Pauillac,1997,3000,1,Yes,No,2628,OWC,"Label art by Niki de Saint Phalle - A sparkling, festive allegory of the pleasures of the table, and then the serpent temper. Instead of the traditional apple, this serpent, more wine-loving than malign, is offering Eve a bottle.",Robert Parker - 91-93/100,Decanter - 91/100,
119,Mouton Rothschild,Pauillac,1998,750,1,Yes,No,1797,,"Label art by Rufino Tamayo - his work was chosen for the 1998 vintage- Tamayo's family gave Mouton Rothschild ""Brindis"", a man proposing a toast, a striking allegory of raw desire.",Wine Advocate - 97/100,Jancis Robinson - 17.5/20,Decanter - 94/100
120,Mouton Rothschild,Pauillac,1998,1500,1,Yes,No,2273,,"Label art by Rufino Tamayo - his work was chosen for the 1998 vintage- Tamayo's family gave Mouton Rothschild ""Brindis"", a man proposing a toast, a striking allegory of raw desire.",Wine Advocate - 97/100,Jancis Robinson - 17.5/20,Decanter - 94/100
121,Mouton Rothschild,Pauillac,1998,3000,1,Yes,No,2654,OWC,"Label art by Rufino Tamayo - his work was chosen for the 1998 vintage- Tamayo's family gave Mouton Rothschild ""Brindis"", a man proposing a toast, a striking allegory of raw desire.",Wine Advocate - 97/100,Jancis Robinson - 17.5/20,Decanter - 94/100
122,Mouton Rothschild,Pauillac,1999,750,1,Yes,No,1735,,"Label art by Raymond Saignac - Representing the ram, the Mouton emblem, indulges us in the pleasure of wine-drinking and briskly dismisses the approaching millennium.",Wine Advocate - 97/100,Decanter - 93/100,
123,Mouton Rothschild,Pauillac,1999,1500,1,Yes,No,2650,OWC,"Label art by Raymond Saignac - Representing the ram, the Mouton emblem, indulges us in the pleasure of wine-drinking and briskly dismisses the approaching millennium.",Wine Advocate - 97/100,Decanter - 93/100,
124,Mouton Rothschild,Pauillac,1999,1500,1,Yes,No,1591,,"Label art by Raymond Saignac - Representing the ram, the Mouton emblem, indulges us in the pleasure of wine-drinking and briskly dismisses the approaching millennium.",Wine Advocate - 97/100,Decanter - 93/100,
125,Mouton Rothschild,Pauillac,1999,3000,1,Yes,No,2627,OWC,"Label art by Raymond Saignac - Representing the ram, the Mouton emblem, indulges us in the pleasure of wine-drinking and briskly dismisses the approaching millennium.",Wine Advocate - 97/100,Decanter - 93/100,
126,Mouton Rothschild,Pauillac,2000,750,1,Yes,No,711,,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
127,Mouton Rothschild,Pauillac,2000,750,1,Yes,No,710,,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
128,Mouton Rothschild,Pauillac,2000,750,1,Yes,No,712,,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
129,Mouton Rothschild,Pauillac,2000,750,1,Yes,No,715,,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
130,Mouton Rothschild,Pauillac,2000,750,1,Yes,No,713,,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
131,Mouton Rothschild,Pauillac,2000,750,1,Yes,No,714,,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
132,Mouton Rothschild,Pauillac,2000,1500,1,Yes,No,2651,OWC,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
133,Mouton Rothschild,Pauillac,2000,1500,1,Yes,No,1682,,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
134,Mouton Rothschild,Pauillac,2000,1500,1,Yes,No,1726,,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
135,Mouton Rothschild,Pauillac,2000,3000,1,Yes,No,2325,OWC,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
136,Mouton Rothschild,Pauillac,2000,3000,1,Yes,No,2326,,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
137,Mouton Rothschild,Pauillac,2000,5000,1,Yes,No,2344,OWC,"For the year 2000, which celebrates the new millennium, Baroness Philippine de Rothschild did not commission a painter. In fact, the bottle itself is a collector’s item for this year. The glass is adorned with a treasure from the Museum of Wine in Art at Mouton: the little “Augsburg Ram”. The ram is the estate’s symbol and is in the family crest. The estate called the glass manufacturer B.S.N. for this special edition with a new technique of enameling in relief. A golden ring around the black foil mimics the design engraved on the ram’s collar and recalls the chased volutes of its body. As a proof of authenticity the Château Mouton Rothschild name is engraved in the base.",Wine Advocate - 97+/100,Jancis Robinson - 17.5/20,Decanter - 96/100
138,Mouton Rothschild,Pauillac,2001,750,1,Yes,No,1739,,"Label art by Robert Wilson - for the label Wilson chose to represent Baroness Philippine de Rothschild in multiple colour schemes in which the green of the vine shoots and the gold of the sun harmonizes with the chromatic scale of the wine, form light red to deep purple.",Wine Spectator - 94/100,Robert Parker - 90-92/100,
139,Mouton Rothschild,Pauillac,2001,1500,1,Yes,No,1610,,"Label art by Robert Wilson - for the label Wilson chose to represent Baroness Philippine de Rothschild in multiple colour schemes in which the green of the vine shoots and the gold of the sun harmonizes with the chromatic scale of the wine, form light red to deep purple.",Wine Spectator - 94/100,Robert Parker - 90-92/100,
140,Mouton Rothschild,Pauillac,2001,3000,1,Yes,No,2630,OWC,"Label art by Robert Wilson - for the label Wilson chose to represent Baroness Philippine de Rothschild in multiple colour schemes in which the green of the vine shoots and the gold of the sun harmonizes with the chromatic scale of the wine, form light red to deep purple.",Wine Spectator - 94/100,Robert Parker - 90-92/100,
141,Mouton Rothschild,Pauillac,2002,750,1,Yes,No,1737,,"Label art by Ilya Kabakov - 'Okho' meaning window in Russian, behind the 'pane' of the bottle, the artist shows us another world: whirling to infinity, myriads of wings, bearing us off joyfully towards the realm of dreams and bliss, in a transparent allegory of the magic of a great wine.",Jancis Robinson - 18.5/20,Decanter - 95/100,Robert Parker - 93/100
142,Mouton Rothschild,Pauillac,2002,1500,1,Yes,No,1723,,"Label art by Ilya Kabakov - 'Okho' meaning window in Russian, behind the 'pane' of the bottle, the artist shows us another world: whirling to infinity, myriads of wings, bearing us off joyfully towards the realm of dreams and bliss, in a transparent allegory of the magic of a great wine.",Jancis Robinson - 18.5/20,Decanter - 95/100,Robert Parker - 93/100
143,Mouton Rothschild,Pauillac,2003,750,1,Yes,No,1734,,"2003 marked the 150th anniversary of Mouton's entry into the Rothschild family. This label is dedicated to Baron Nathaniel de Rothschild, who acquired the estate on 11 May  1853. Baron Nathaniel's photograph is placed on the back, which is a close up of the estate's deed of purchase.",Robert Parker - 95-96/100,Wine Enthusiast - 94/100,
144,Mouton Rothschild,Pauillac,2003,1500,1,Yes,No,1655,,"2003 marked the 150th anniversary of Mouton's entry into the Rothschild family. This label is dedicated to Baron Nathaniel de Rothschild, who acquired the estate on 11 May  1853. Baron Nathaniel's photograph is placed on the back, which is a close up of the estate's deed of purchase.",Robert Parker - 95-96/100,Wine Enthusiast - 94/100,
145,Mouton Rothschild,Pauillac,2003,3000,1,Yes,No,2637,OWC,"2003 marked the 150th anniversary of Mouton's entry into the Rothschild family. This label is dedicated to Baron Nathaniel de Rothschild, who acquired the estate on 11 May  1853. Baron Nathaniel's photograph is placed on the back, which is a close up of the estate's deed of purchase.",Robert Parker - 95-96/100,Wine Enthusiast - 94/100,
146,Mouton Rothschild,Pauillac,2004,750,1,Yes,No,1736,,"Celebration of the Centenary of the Entente Cordiale, concluded by Britain and France on 8 April 1904. Baroness Philippine de Rothschild approached HRH The Prince of Wales for an artwork. Illustrated watercolor  by the Prince, inspired by a French landscape.",Jancis Robinson - 18/20,Robert Parker - 92+/100,
147,Mouton Rothschild,Pauillac,2004,1500,1,Yes,No,2270,OWC,"Celebration of the Centenary of the Entente Cordiale, concluded by Britain and France on 8 April 1904. Baroness Philippine de Rothschild approached HRH The Prince of Wales for an artwork. Illustrated watercolor  by the Prince, inspired by a French landscape.",Jancis Robinson - 18/20,Robert Parker - 92+/100,
148,Mouton Rothschild,Pauillac,2004,1500,1,Yes,No,2679,,"Celebration of the Centenary of the Entente Cordiale, concluded by Britain and France on 8 April 1904. Baroness Philippine de Rothschild approached HRH The Prince of Wales for an artwork. Illustrated watercolor  by the Prince, inspired by a French landscape.",Jancis Robinson - 18/20,Robert Parker - 92+/100,
149,Mouton Rothschild,Pauillac,2004,3000,1,Yes,No,2641,,"Celebration of the Centenary of the Entente Cordiale, concluded by Britain and France on 8 April 1904. Baroness Philippine de Rothschild approached HRH The Prince of Wales for an artwork. Illustrated watercolor  by the Prince, inspired by a French landscape.",Jancis Robinson - 18/20,Robert Parker - 92+/100,
150,Mouton Rothschild,Pauillac,2005,750,1,Yes,No,2019,,"Label art by Giuseppe Penone - referencing the vine-grower's 'green finger', vines extending from the green hand. The hand will soon be grasping a glass of Mouton Rothschild.",Decanter - 99/100,Wine Advocate - 98/100,
151,Mouton Rothschild,Pauillac,2005,750,1,Yes,No,1947,,"Label art by Giuseppe Penone - referencing the vine-grower's 'green finger', vines extending from the green hand. The hand will soon be grasping a glass of Mouton Rothschild.",Decanter - 99/100,Wine Advocate - 98/100,
152,Mouton Rothschild,Pauillac,2005,1500,1,Yes,No,1683,,"Label art by Giuseppe Penone - referencing the vine-grower's 'green finger', vines extending from the green hand. The hand will soon be grasping a glass of Mouton Rothschild.",Decanter - 99/100,Wine Advocate - 98/100,
153,Mouton Rothschild,Pauillac,2005,3000,1,Yes,No,2634,OWC,"Label art by Giuseppe Penone - referencing the vine-grower's 'green finger', vines extending from the green hand. The hand will soon be grasping a glass of Mouton Rothschild.",Decanter - 99/100,Wine Advocate - 98/100,
154,Mouton Rothschild,Pauillac,2006,750,1,Yes,No,1949,," For the 2006 label, Lucian Freud chose an exotic transposition of the pleasure of drinking where the vine stock is transformed into a springing palm tree and the wine lover into a zebra.",Wine Advocate - 97/100,Wine Enthusiast - 97/100,Decanter - 95/100
155,Mouton Rothschild,Pauillac,2006,1500,1,Yes,No,1693,," For the 2006 label, Lucian Freud chose an exotic transposition of the pleasure of drinking where the vine stock is transformed into a springing palm tree and the wine lover into a zebra.",Wine Advocate - 97/100,Wine Enthusiast - 97/100,Decanter - 95/100
156,Mouton Rothschild,Pauillac,2006,3000,1,Yes,No,2646,OWC," For the 2006 label, Lucian Freud chose an exotic transposition of the pleasure of drinking where the vine stock is transformed into a springing palm tree and the wine lover into a zebra.",Wine Advocate - 97/100,Wine Enthusiast - 97/100,Decanter - 95/100
157,Mouton Rothschild,Pauillac,2007,750,1,Yes,No,1945,,"Label art by Bernar Venet - while suggesting the swell of a barrel, the arcs he has drawn evoke chalices rooted in the earth and open, like vinestocks, to the precious gifts from above.",Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 92/100
158,Mouton Rothschild,Pauillac,2007,1500,1,Yes,No,1620,,"Label art by Bernar Venet - while suggesting the swell of a barrel, the arcs he has drawn evoke chalices rooted in the earth and open, like vinestocks, to the precious gifts from above.",Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 92/100
159,Mouton Rothschild,Pauillac,2007,3000,1,Yes,No,2626,OWC,"Label art by Bernar Venet - while suggesting the swell of a barrel, the arcs he has drawn evoke chalices rooted in the earth and open, like vinestocks, to the precious gifts from above.",Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 92/100
160,Mouton Rothschild,Pauillac,2008,750,1,Yes,No,1948,,"Label art by Xu Lei - theme of the ram, emblem of the illustrious First Growth. Perched on top of a delicately delineated rock,  Xu Lei's ram asserts the role of a great wine as a link between people and cultures, from one hemisphere to the other of 'planet wine'.",Decanter - 96/100,Wine Advocate - 95/100,Jancis Robinson - 17.5/20
161,Mouton Rothschild,Pauillac,2008,1500,1,Yes,No,1731,,"Label art by Xu Lei - theme of the ram, emblem of the illustrious First Growth. Perched on top of a delicately delineated rock,  Xu Lei's ram asserts the role of a great wine as a link between people and cultures, from one hemisphere to the other of 'planet wine'.",Decanter - 96/100,Wine Advocate - 95/100,Jancis Robinson - 17.5/20
162,Mouton Rothschild,Pauillac,2008,3000,1,Yes,No,2638,OWC,"Label art by Xu Lei - theme of the ram, emblem of the illustrious First Growth. Perched on top of a delicately delineated rock,  Xu Lei's ram asserts the role of a great wine as a link between people and cultures, from one hemisphere to the other of 'planet wine'.",Decanter - 96/100,Wine Advocate - 95/100,Jancis Robinson - 17.5/20
163,Mouton Rothschild,Pauillac,2009,750,1,Yes,No,1946,,"Anish Kapoor was the author of this 2009 label. Austere, flamboyant and deep, the gouache created for Mouton Rothschild 2009 expresses a fertile thrust of plant life, the result of an intense encounter between matter and light.",Wine Advocate - 99/100,Jancis Robinson - 18/20,Decanter - 98/100
164,Mouton Rothschild,Pauillac,2009,1500,1,Yes,No,1659,,"Anish Kapoor was the author of this 2009 label. Austere, flamboyant and deep, the gouache created for Mouton Rothschild 2009 expresses a fertile thrust of plant life, the result of an intense encounter between matter and light.",Wine Advocate - 99/100,Jancis Robinson - 18/20,Decanter - 98/100
165,Mouton Rothschild,Pauillac,2009,3000,1,Yes,No,2647,OWC,"Anish Kapoor was the author of this 2009 label. Austere, flamboyant and deep, the gouache created for Mouton Rothschild 2009 expresses a fertile thrust of plant life, the result of an intense encounter between matter and light.",Wine Advocate - 99/100,Jancis Robinson - 18/20,Decanter - 98/100
166,Mouton Rothschild,Pauillac,2010,750,1,Yes,No,1944,,"Label art by Jeff Koons - for this label, he revisits Antiquity with a fresco from Pompeii: Birth of Venus. As the fresco turns into a Venus with Vessel. The Vessel is both the cup which holds the ship which, under a bright sun, bears off into the distance with the most exquisite of wines.",Decanter - 100/100,Wine Advocate - 99/100,Jancis Robinson - 18++/20
167,Mouton Rothschild,Pauillac,2010,1500,1,Yes,No,1695,,"Label art by Jeff Koons - for this label, he revisits Antiquity with a fresco from Pompeii: Birth of Venus. As the fresco turns into a Venus with Vessel. The Vessel is both the cup which holds the ship which, under a bright sun, bears off into the distance with the most exquisite of wines.",Decanter - 100/100,Wine Advocate - 99/100,Jancis Robinson - 18++/20
168,Mouton Rothschild,Pauillac,2010,3000,1,Yes,No,2633,OWC,"Label art by Jeff Koons - for this label, he revisits Antiquity with a fresco from Pompeii: Birth of Venus. As the fresco turns into a Venus with Vessel. The Vessel is both the cup which holds the ship which, under a bright sun, bears off into the distance with the most exquisite of wines.",Decanter - 100/100,Wine Advocate - 99/100,Jancis Robinson - 18++/20
169,Mouton Rothschild,Pauillac,2011,1500,1,Yes,No,2272,,"Label art by Guy de Rougemont - A red-dark color, symbolizing the darkness of a wine cellar to the brightness of sunny vineyards, the work of Rougemont takes us on a journey through the different steps of producing a fine wine.",Decanter - 97/100,Wine Enthusiast - 95/100,Wine Advocate - 93-96/100
170,Mouton Rothschild,Pauillac,2011,3000,1,Yes,No,2644,OWC,"Label art by Guy de Rougemont - A red-dark color, symbolizing the darkness of a wine cellar to the brightness of sunny vineyards, the work of Rougemont takes us on a journey through the different steps of producing a fine wine.",Decanter - 97/100,Wine Enthusiast - 95/100,Wine Advocate - 93-96/100
171,Mouton Rothschild,Pauillac,2012,1500,1,Yes,No,1623,,"Label art by Miquel Barceló - The historic emblem of the Mouton Rothschild estate is two rams symmetrically disposed and facing each other. They remind us the importance of balance and harmony in a great wine, which is a gift from nature.",Wine Advocate - 96/100,Jancis Robinson - 18/20,Decanter - 96/100
172,Mouton Rothschild,Pauillac,2012,3000,1,Yes,No,2653,OWC,"Label art by Miquel Barceló - The historic emblem of the Mouton Rothschild estate is two rams symmetrically disposed and facing each other. They remind us the importance of balance and harmony in a great wine, which is a gift from nature.",Wine Advocate - 96/100,Jancis Robinson - 18/20,Decanter - 96/100
173,Mouton Rothschild,Pauillac,2013,750,1,Yes,No,1359,,"Label art for the 2013 vintage was signed by Lee Ufan, a Korean artist and philosopher born in 1936. Under the purple red shape, the richness of a fine wine is hidden. Much like how wines are brought to life by the patience and secrecy of a cellar’s fermenting room. ",Wine Enthusiast - 96/100,Decanter - 94/100,Wine Advocate - 92/100
174,Mouton Rothschild,Pauillac,2013,750,1,Yes,No,1357,,"Label art for the 2013 vintage was signed by Lee Ufan, a Korean artist and philosopher born in 1936. Under the purple red shape, the richness of a fine wine is hidden. Much like how wines are brought to life by the patience and secrecy of a cellar’s fermenting room. ",Wine Enthusiast - 96/100,Decanter - 94/100,Wine Advocate - 92/100
175,Mouton Rothschild,Pauillac,2013,1500,1,Yes,No,1724,,"Label art for the 2013 vintage was signed by Lee Ufan, a Korean artist and philosopher born in 1936. Under the purple red shape, the richness of a fine wine is hidden. Much like how wines are brought to life by the patience and secrecy of a cellar’s fermenting room. ",Wine Enthusiast - 96/100,Decanter - 94/100,Wine Advocate - 92/100
176,Mouton Rothschild,Pauillac,2014,3000,1,Yes,No,2631,OWC,"The year 2014 was marked by the passing of Baronne Philippine de Rothschild, the owner of the Mouton Rothschild estate since 1988. The label was a tribute to her, signed by her close personal friend David Hockney. Two glasses, one empty and the other filled, radiating light, which represents joy and astonishment. This piece tells the eternal miracle of the long awaited birth of a certain fine wine: Chateau Mouton Rothschild.",Wine Advocate - 95/100,Jancis Robinson - 18.5/20,Decanter - 95/100
