Image name & no.,Estate,Name,Vintage,Volume [ml],Lot Size,Picked,Recorked,Authentication code,Packaging,Wine Description (Highlights of vintage),Rating 1,Rating 2,Rating 3
179,Penfolds,Grange,1998,750,1,Yes,No,1400,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
180,Penfolds,Grange,1998,750,1,Yes,No,1399,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
181,Penfolds,Grange,1998,750,1,Yes,No,1401,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
182,Penfolds,Grange,1998,750,1,Yes,No,2435,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
183,Penfolds,Grange,1998,750,1,Yes,No,2434,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
184,Penfolds,Grange,1998,750,1,Yes,No,2432,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
185,Penfolds,Grange,1998,750,1,Yes,No,1403,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
186,Penfolds,Grange,1998,750,1,Yes,No,1380,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
187,Penfolds,Grange,1998,750,1,Yes,No,1379,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
188,Penfolds,Grange,1998,1500,1,Yes,No,2254,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
189,Penfolds,Grange,1998,1500,1,Yes,No,1538,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
190,Penfolds,Grange,1998,1500,1,Yes,No,1540,,,Robert Parker - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 99/100
191,Penfolds,Grange,1999,750,1,Yes,No,1951,,,Robert Parker - 94-96/100,Wine Spectator - 94/100,
192,Penfolds,Grange,1999,750,1,Yes,No,1950,,,Robert Parker - 94-96/100,Wine Spectator - 94/100,
193,Penfolds,Grange,1999,750,1,Yes,No,1952,,,Robert Parker - 94-96/100,Wine Spectator - 94/100,
194,Penfolds,Grange,1999,1500,1,Yes,No,2307,,,Robert Parker - 94-96/100,Wine Spectator - 94/100,
195,Penfolds,Grange,1999,1500,1,Yes,No,1676,,,Robert Parker - 94-96/100,Wine Spectator - 94/100,
196,Penfolds,Grange,1999,1500,1,Yes,No,1698,,,Robert Parker - 94-96/100,Wine Spectator - 94/100,
197,Penfolds,Grange,2000,750,1,Yes,No,1505,,Winemaker of the Year’ from the International Wine Challenge ,Decanter - 96/100,Robert Parker - 93/100,
198,Penfolds,Grange,2000,750,1,Yes,No,1506,,Winemaker of the Year’ from the International Wine Challenge ,Decanter - 96/100,Robert Parker - 93/100,
199,Penfolds,Grange,2000,1500,1,Yes,No,1686,,Winemaker of the Year’ from the International Wine Challenge ,Decanter - 96/100,Robert Parker - 93/100,
200,Penfolds,Grange,2001,750,1,Yes,No,2422,,,Robert Parker - 98+/100,Wine Spectator - 93/100,
201,Penfolds,Grange,2001,750,1,Yes,No,2419,,,Robert Parker - 98+/100,Wine Spectator - 93/100,
202,Penfolds,Grange,2001,750,1,Yes,No,2421,,,Robert Parker - 98+/100,Wine Spectator - 93/100,
203,Penfolds,Grange,2001,750,1,Yes,No,2420,,,Robert Parker - 98+/100,Wine Spectator - 93/100,
204,Penfolds,Grange,2001,750,1,Yes,No,2418,,,Robert Parker - 98+/100,Wine Spectator - 93/100,
205,Penfolds,Grange,2001,750,1,Yes,No,2423,,,Robert Parker - 98+/100,Wine Spectator - 93/100,
206,Penfolds,Grange,2001,1500,1,Yes,No,1678,,,Robert Parker - 98+/100,Wine Spectator - 93/100,
207,Penfolds,Grange,2002,750,1,Yes,No,1383,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
208,Penfolds,Grange,2002,750,1,Yes,No,1317,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
209,Penfolds,Grange,2002,1500,1,Yes,No,2311,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 95/100
210,Penfolds,Grange,2003,1500,1,Yes,No,1703,,,Wine Spectator - 94/100,Jancis Robinson - 18/20,Wine Advocate - 92/100
211,Penfolds,Grange,2004,750,1,Yes,No,2417,,,Wine Advocate - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 98/100
212,Penfolds,Grange,2004,750,1,Yes,No,2412,,,Wine Advocate - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 98/100
213,Penfolds,Grange,2004,750,1,Yes,No,2413,,,Wine Advocate - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 98/100
214,Penfolds,Grange,2004,750,1,Yes,No,2415,,,Wine Advocate - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 98/100
215,Penfolds,Grange,2004,750,1,Yes,No,2414,,,Wine Advocate - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 98/100
216,Penfolds,Grange,2004,750,1,Yes,No,2416,,,Wine Advocate - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 98/100
217,Penfolds,Grange,2004,1500,1,Yes,No,1586,,,Wine Advocate - 99/100,Jancis Robinson - 19.5/20,Wine Spectator - 98/100
218,Penfolds,Grange,2005,750,1,Yes,No,1388,,,Wine Advocate - 97/100,Jancis Robinson - 19/20,Wine Spectator - 97/100
219,Penfolds,Grange,2005,750,1,Yes,No,1386,,,Wine Advocate - 97/100,Jancis Robinson - 19/20,Wine Spectator - 97/100
220,Penfolds,Grange,2005,750,1,Yes,No,1387,,,Wine Advocate - 97/100,Jancis Robinson - 19/20,Wine Spectator - 97/100
221,Penfolds,Grange,2006,750,1,Yes,No,2130,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 98/100
222,Penfolds,Grange,2006,750,1,Yes,No,2133,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 98/100
223,Penfolds,Grange,2006,750,1,Yes,No,2129,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 98/100
224,Penfolds,Grange,2006,750,1,Yes,No,2131,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 98/100
225,Penfolds,Grange,2006,750,1,Yes,No,2128,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 98/100
226,Penfolds,Grange,2006,750,1,Yes,No,2132,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 98/100
227,Penfolds,Grange,2006,1500,1,Yes,No,2256,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 98/100
228,Penfolds,Grange,2006,1500,1,Yes,No,1719,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 98/100
229,Penfolds,Grange,2006,1500,1,Yes,No,2306,,,Wine Advocate - 98+/100,Jancis Robinson - 18.5/20,Wine Spectator - 98/100
230,Penfolds,Grange,2007,1500,1,Yes,No,2259,,,Jancis Robinson - 18.5/20,Wine Spectator - 94/100,
231,Penfolds,Grange,2007,1500,1,Yes,No,2322,,,Jancis Robinson - 18.5/20,Wine Spectator - 94/100,
232,Penfolds,Grange,2008,1500,1,Yes,No,1667,,"The 2008 vintage of Grange was awarded 'perfect' 100-point ratings from two influential American wine reviewers, Wine Spectator and Wine Advocate. With these accolades this vintage became the first 'New World' wine to receive 100 points from both reviewers",Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 19+/20
